datetime;open;high;low;close;volume
2019-07-29;8.74500;8.74500;8.50875;8.67750;113275200
2019-07-30;8.47750;8.66000;8.45750;8.56125;111504000
2019-07-31;8.62875;8.64375;7.96250;8.20000;196340800
2019-08-01;8.24500;8.70000;7.95500;8.085000;298384800
2019-08-02;7.90000;7.92875;7.57500;7.71500;246920000
2019-08-05;7.24250;7.24250;6.71000;6.90500;302484800
2019-08-06;7.090000;7.24750;6.9375;7.18875;213540800
2019-08-07;6.95125;7.32875;6.78750;7.29375;307908800
2019-08-08;7.40500;7.77875;7.33625;7.77625;219056000
2019-08-09;7.65750;7.74000;7.37125;7.54625;221366400
2019-08-12;7.41000;7.47875;7.19000;7.29375;213311200
2019-08-13;7.28000;7.92375;7.25;7.77250;239259200
2019-08-14;7.39375;7.46750;7.032500;7.076250;304930400
2019-08-15;7.11250;7.16500;6.88375;7.046250;208939200
2019-08-16;7.22250;7.43625;7.22250;7.37125;164405600
2019-08-19;7.68375;7.78000;7.62125;7.71625;120044000
2019-08-20;7.67625;7.75625;7.55125;7.55750;125264000
2019-08-21;7.75375;7.82375;7.67125;7.75;101481600
2019-08-22;7.79500;7.84875;7.49125;7.67500;152629600
2019-08-23;7.51625;7.72500;6.88500;6.97250;302350400
2019-08-26;7.18625;7.25750;7.057500;7.25500;146585600
2019-08-27;7.40625;7.44500;7.125;7.21125;154579200
2019-08-28;7.13875;7.32125;7.03125;7.28375;127824800
2019-08-29;7.55250;7.67875;7.46750;7.61500;141523200
2019-08-30;7.74000;7.74125;7.43250;7.56125;136103200
2019-09-03;7.41125;7.52250;7.26375;7.34125;128785600
2019-09-04;7.54750;7.67125;7.49000;7.65000;100464800
2019-09-05;7.90250;8.13875;7.89000;8.072500;126744000
2019-09-06;8.10625;8.12000;7.99500;8.050000;115038400
2019-09-09;8.12125;8.13375;7.87125;7.99875;112312800
2019-09-10;7.86750;7.93500;7.71000;7.93250;136765600
2019-09-11;7.96875;8.16125;7.91625;8.14625;111400800
2019-09-12;8.29750;8.43500;8.21125;8.24750;139931200
2019-09-13;8.21250;8.26750;8.125;8.16000;107610400
2019-09-16;7.99875;8.097500;7.97500;8.047500;97124000
2019-09-17;8.045000;8.16125;7.99750;8.15375;90796000
2019-09-18;8.10750;8.15875;7.84375;8.14875;142063200
2019-09-19;8.19125;8.33625;8.13750;8.18500;132770400
2019-09-20;8.22000;8.24375;7.84250;7.92750;123512800
2019-09-23;7.91000;8.0050001;7.83750;7.93500;89409600
2019-09-24;8.043750;8.092500;7.51750;7.62125;203765600
2019-09-25;7.59500;7.93000;7.40375;7.86500;152304000
